Site Name,Station,Frame No.,Image Date,ID Name,ID Code,Point,X,Y,Intensity,Red,Green,Blue,File Name,Total Points,ID Date,Site ID,Site Code,Time Code,Institution,User Name,Habitat,WQS,Length,Depth
NA,NA,NA,NA,Sand,NA,13,1307,338,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,14,546,284,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,15,26,263,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,16,283,48,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,17,1484,928,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,18,1440,1158,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,19,187,671,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,20,1164,210,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,21,1055,799,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,22,729,114,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,23,1345,657,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,24,1257,515,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,25,179,194,NA,,,,08OaMok02m0102,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,1,1366,1116,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,2,1195,116,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,3,1335,836,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,4,917,591,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,5,440,892,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,6,922,357,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,7,1061,503,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,8,441,324,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Sand,NA,9,1257,215,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,10,1389,154,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,11,885,119,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,12,1099,224,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,13,133,772,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Sand,NA,14,1442,301,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,15,37,817,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,16,752,905,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,17,211,896,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,18,553,183,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,19,169,676,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,20,1484,675,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,21,1056,962,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,22,1222,782,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,23,1362,119,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,24,807,937,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,25,1059,389,NA,,,,08OaMok02m0103,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,1,434,346,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,2,1547,216,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,3,761,864,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,4,1250,783,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,5,900,237,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,6,619,1168,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,7,698,382,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,8,81,187,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,9,991,992,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,10,963,628,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,11,1130,304,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,12,819,567,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,13,104,966,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,14,357,592,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,15,1267,607,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,16,1158,517,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,17,1462,707,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,18,606,2,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,19,1345,162,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,20,12,675,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,21,113,1158,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,22,338,144,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,23,224,935,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,24,1523,723,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,25,1329,657,NA,,,,08OaMok02m0104,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,1,540,596,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,2,384,343,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,3,816,231,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,4,1228,137,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,5,76,917,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,6,1195,406,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,7,216,566,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,8,1542,1101,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,9,1532,686,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,10,337,942,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,11,1247,100,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,12,1590,884,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,13,437,964,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,14,771,691,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,15,152,688,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,16,1143,598,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,17,1145,954,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,18,81,886,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,19,795,232,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,20,1400,548,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,21,35,1003,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,22,878,1055,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,23,1070,476,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,24,983,832,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,25,710,804,NA,,,,08OaMok02m0105,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Other,NA,1,997,988,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,2,1341,463,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,3,1042,83,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,4,568,381,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,5,1058,1050,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,6,1093,420,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,7,1219,271,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,8,1481,1185,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,9,12,324,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,10,1124,217,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Sabellastarte,NA,11,164,247,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,12,766,419,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,13,567,511,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,14,227,772,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,15,1401,1085,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,16,1328,551,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,17,60,1007,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,18,17,248,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,19,278,653,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,20,1294,389,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,21,851,702,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,22,936,653,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,23,767,212,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porites compressa,NA,24,1221,488,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,25,1525,980,NA,,,,08OaMok02m0106,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,1,1507,24,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,2,1466,929,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,3,1190,772,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,4,335,782,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,5,145,1099,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,6,1120,603,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,7,1307,179,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,8,28,903,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Porifera,NA,9,1136,949,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,10,605,78,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,11,1345,532,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,12,860,582,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Silt,NA,13,222,153,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,14,1592,991,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,15,358,960,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,16,715,377,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,17,769,140,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Montipora capitata,NA,18,780,571,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Substrate,NA,19,624,537,NA,,,,08OaMok02m0107,25,#2008-05-07#,NA,NA,NA,NA,NA,NA,NA,NA,NA
