"Site Name","Station","Frame No.","Image Date","ID Name","ID Code","Point","X","Y","Intensity","Red","Green","Blue","File Name","Total Points","ID Date","Site ID","Site Code","Time Code","Institution","User Name","Habitat","WQS","Length","Depth"
"NA","NA","NA","NA","Coralline algae","NA",4,2207,286,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,587,1159,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",6,828,1101,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,2005,1368,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",8,2392,340,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,2333,1458,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",10,1923,202,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",11,620,1288,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",12,1426,614,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,2438,1399,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",14,169,1902,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,1521,171,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",16,964,262,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,448,1043,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,1724,989,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",19,1237,1033,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,464,1467,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Montipora capitata","NA",21,1710,841,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,943,1520,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",23,172,82,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",24,1022,802,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Pocillopora meandrina","NA",25,729,674,"NA","","","","OaAla03m01004",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",1,106,199,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,1640,571,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,536,1463,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",4,1086,1759,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",5,1774,1040,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",6,1654,1571,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",7,1369,1200,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",8,2101,522,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,1255,112,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,2227,624,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,2508,1717,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,1793,132,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,746,1113,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",14,85,296,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",15,89,1149,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",16,1228,1071,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",17,2162,691,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,2233,1144,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,849,658,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,2152,369,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,740,925,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",22,1639,753,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",23,365,1559,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",24,591,248,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",25,1676,683,"NA","","","","OaAla03m01005",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",1,1357,471,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",2,1325,738,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",3,2357,653,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,1747,1519,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,628,1882,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,431,698,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,1758,827,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",8,1901,217,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,696,812,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,1982,469,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,1153,805,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,1122,1045,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,2366,247,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",14,432,45,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,1849,527,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",16,926,1551,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,1364,1164,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,839,530,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,712,324,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",20,1269,873,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",21,2417,1567,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,2218,1257,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",23,1687,1877,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",24,1828,700,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",25,51,1292,"NA","","","","OaAla03m01006",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",1,376,1850,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",2,1994,1872,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",3,378,548,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,238,853,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",5,1936,1271,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",6,1550,439,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",7,1763,496,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",8,2269,825,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,516,1185,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",10,937,1094,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",11,753,103,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",12,420,199,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",13,414,564,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",14,423,359,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",15,2303,699,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",16,896,1329,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",17,1166,1412,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",18,952,905,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",19,2131,1363,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",20,985,1681,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",21,1388,122,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",22,312,993,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",23,791,1801,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",24,572,552,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",25,56,1878,"NA","","","","OaAla03m01007",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",1,1227,792,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",2,565,1745,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",3,1779,429,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",4,1697,396,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",5,458,1708,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",6,1433,156,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",7,274,1337,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",8,1579,1401,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Coralline algae","NA",9,2439,68,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","Turf algae","NA",10,563,588,"NA","","","","OaAla03m01008",25,#2010-03-12#,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
